"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2020","Q3-2020","PC","Percentage","0","Units",,,61.6,,
"USA","United States","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2020","Q4-2020","PC","Percentage","0","Units",,,63.2,,
"USA","United States","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2020","Q1-2020","PC","Percentage","0","Units",,,3.9,,
"USA","United States","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2020","Q2-2020","PC","Percentage","0","Units",,,12.2,,
"USA","United States","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2020","Q3-2020","PC","Percentage","0","Units",,,8.8,,
"USA","United States","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2020","Q4-2020","PC","Percentage","0","Units",,,7.2,,
"USA","United States","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2020","Q1-2020","PC","Percentage","0","Units",,,3.9,,
"USA","United States","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2020","Q2-2020","PC","Percentage","0","Units",,,14.5,,
"USA","United States","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2020","Q3-2020","PC","Percentage","0","Units",,,8.7,,
"USA","United States","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2020","Q4-2020","PC","Percentage","0","Units",,,6.7,,
"CHL","Chile","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2019","Q4-2019","PC","Percentage","0","Units",,,73.1,,
"CHL","Chile","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2020","Q1-2020","PC","Percentage","0","Units",,,72.3,,
"CHL","Chile","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2020","Q2-2020","PC","Percentage","0","Units",,,60.2,,
"CHL","Chile","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2020","Q3-2020","PC","Percentage","0","Units",,,61.3,,
"CHL","Chile","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2019","Q4-2019","PC","Percentage","0","Units",,,54.6,,
"CHL","Chile","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2020","Q1-2020","PC","Percentage","0","Units",,,54,,
"CHL","Chile","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2020","Q2-2020","PC","Percentage","0","Units",,,42.4,,
"CHL","Chile","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2020","Q3-2020","PC","Percentage","0","Units",,,43.9,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2019","Q4-2019","PC","Percentage","0","Units",,,77.1,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2020","Q1-2020","PC","Percentage","0","Units",,,75.4,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2020","Q2-2020","PC","Percentage","0","Units",,,64.3,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2020","Q3-2020","PC","Percentage","0","Units",,,70.1,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2019","Q4-2019","PC","Percentage","0","Units",,,52.9,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2020","Q1-2020","PC","Percentage","0","Units",,,51.5,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2020","Q2-2020","PC","Percentage","0","Units",,,40.7,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2020","Q3-2020","PC","Percentage","0","Units",,,43.5,,
"COL","Colombia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,9.6,,
"COL","Colombia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2010","Q2-2010","PC","Percentage","0","Units",,,9.7,,
"COL","Colombia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,9,,
"COL","Colombia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2010","Q4-2010","PC","Percentage","0","Units",,,9.1,,
"COL","Colombia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,8.5,,
"COL","Colombia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,7.6,,
"COL","Colombia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,8.4,,
"COL","Colombia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2019","Q4-2019","PC","Percentage","0","Units",,,8.5,,
"COL","Colombia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2020","Q1-2020","PC","Percentage","0","Units",,,9.3,,
"COL","Colombia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2020","Q2-2020","PC","Percentage","0","Units",,,16.6,,
"COL","Colombia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2020","Q3-2020","PC","Percentage","0","Units",,,14.2,,
"COL","Colombia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,15.5,,
"COL","Colombia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2010","Q2-2010","PC","Percentage","0","Units",,,16.2,,
"COL","Colombia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,16,,
"COL","Colombia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2010","Q4-2010","PC","Percentage","0","Units",,,16.5,,
"COL","Colombia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,13.8,,
"COL","Colombia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,12.9,,
"COL","Colombia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,14.1,,
"COL","Colombia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2019","Q4-2019","PC","Percentage","0","Units",,,14,,
"COL","Colombia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2020","Q1-2020","PC","Percentage","0","Units",,,15,,
"COL","Colombia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2020","Q2-2020","PC","Percentage","0","Units",,,24,,
"COL","Colombia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2020","Q3-2020","PC","Percentage","0","Units",,,22.9,,
"EST","Estonia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2019","Q4-2019","PC","Percentage","0","Units",,,77.9,,
"EST","Estonia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2020","Q1-2020","PC","Percentage","0","Units",,,75.6,,
"EST","Estonia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2020","Q2-2020","PC","Percentage","0","Units",,,74.5,,
"EST","Estonia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2020","Q3-2020","PC","Percentage","0","Units",,,75.1,,
"EST","Estonia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2019","Q4-2019","PC","Percentage","0","Units",,,74.3,,
"EST","Estonia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2020","Q1-2020","PC","Percentage","0","Units",,,74,,
"EST","Estonia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2020","Q2-2020","PC","Percentage","0","Units",,,69.9,,
"EST","Estonia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2020","Q3-2020","PC","Percentage","0","Units",,,71.4,,
"EST","Estonia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2019","Q4-2019","PC","Percentage","0","Units",,,3.7,,
"EST","Estonia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2020","Q1-2020","PC","Percentage","0","Units",,,5.5,,
"EST","Estonia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2020","Q2-2020","PC","Percentage","0","Units",,,6.7,,
"EST","Estonia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2020","Q3-2020","PC","Percentage","0","Units",,,8.2,,
"EST","Estonia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2019","Q4-2019","PC","Percentage","0","Units",,,4.9,,
"EST","Estonia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2020","Q1-2020","PC","Percentage","0","Units",,,4.3,,
"EST","Estonia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2020","Q2-2020","PC","Percentage","0","Units",,,7.9,,
"EST","Estonia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2020","Q3-2020","PC","Percentage","0","Units",,,8,,
"ISR","Israel","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2019","Q4-2019","PC","Percentage","0","Units",,,70.9,,
"ISR","Israel","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2020","Q1-2020","PC","Percentage","0","Units",,,70.6,,
"ISR","Israel","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2020","Q2-2020","PC","Percentage","0","Units",,,69,,
"ISR","Israel","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2020","Q3-2020","PC","Percentage","0","Units",,,67.9,,
"ISR","Israel","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2019","Q4-2019","PC","Percentage","0","Units",,,66.3,,
"ISR","Israel","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2020","Q1-2020","PC","Percentage","0","Units",,,66.5,,
"ISR","Israel","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2020","Q2-2020","PC","Percentage","0","Units",,,64.3,,
"ISR","Israel","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2020","Q3-2020","PC","Percentage","0","Units",,,64.4,,
"ISR","Israel","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2019","Q4-2019","PC","Percentage","0","Units",,,3.6,,
"ISR","Israel","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2020","Q1-2020","PC","Percentage","0","Units",,,3.6,,
"ISR","Israel","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2020","Q2-2020","PC","Percentage","0","Units",,,4.8,,
"ISR","Israel","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2020","Q3-2020","PC","Percentage","0","Units",,,5.2,,
"ISR","Israel","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2019","Q4-2019","PC","Percentage","0","Units",,,3.8,,
"ISR","Israel","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2020","Q1-2020","PC","Percentage","0","Units",,,3.8,,
"ISR","Israel","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2020","Q2-2020","PC","Percentage","0","Units",,,3.9,,
"ISR","Israel","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2020","Q3-2020","PC","Percentage","0","Units",,,4.6,,
"LVA","Latvia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2019","Q4-2019","PC","Percentage","0","Units",,,74.4,,
"LVA","Latvia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2020","Q1-2020","PC","Percentage","0","Units",,,73.2,,
"LVA","Latvia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2020","Q2-2020","PC","Percentage","0","Units",,,72.5,,
"LVA","Latvia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2020","Q3-2020","PC","Percentage","0","Units",,,72.8,,
"LVA","Latvia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2019","Q4-2019","PC","Percentage","0","Units",,,70.9,,
"LVA","Latvia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2020","Q1-2020","PC","Percentage","0","Units",,,70.1,,
"LVA","Latvia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2020","Q2-2020","PC","Percentage","0","Units",,,70.4,,
"LVA","Latvia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2020","Q3-2020","PC","Percentage","0","Units",,,70.1,,
"LVA","Latvia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2019","Q4-2019","PC","Percentage","0","Units",,,6.5,,
"LVA","Latvia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2020","Q1-2020","PC","Percentage","0","Units",,,9.1,,
"LVA","Latvia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2020","Q2-2020","PC","Percentage","0","Units",,,10.7,,
"LVA","Latvia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2020","Q3-2020","PC","Percentage","0","Units",,,9.5,,
"LVA","Latvia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2019","Q4-2019","PC","Percentage","0","Units",,,5.8,,
"LVA","Latvia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2020","Q1-2020","PC","Percentage","0","Units",,,6.9,,
"LVA","Latvia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2020","Q2-2020","PC","Percentage","0","Units",,,7.1,,
"LVA","Latvia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2020","Q3-2020","PC","Percentage","0","Units",,,7.8,,
"RUS","Russia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,76.1,,
"RUS","Russia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,75.7,,
"RUS","Russia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,75.5,,
"RUS","Russia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2019","Q4-2019","PC","Percentage","0","Units",,,76.1,,
"RUS","Russia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2020","Q1-2020","PC","Percentage","0","Units",,,76.2,,
"RUS","Russia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2020","Q2-2020","PC","Percentage","0","Units",,,74.9,,
"RUS","Russia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2020","Q3-2020","PC","Percentage","0","Units",,,74.8,,
